fecha,camas_ocupadas_total,pred_camas_total,camas_ocupadas_planta,camas_ocupadas_uci,error,pct_ocupacion_total
2024-10-04,272.0,298.38666666666666,266.0,6.0,26.386666666666656,67.1604938271605
2024-10-04,682.0,686.04,652.0,30.0,4.039999999999964,73.41227125941873
2024-10-04,309.0,339.48333333333335,301.0,8.0,30.48333333333335,68.8195991091314
2024-10-04,623.0,624.2433333333333,592.0,31.0,1.2433333333333394,86.04972375690608
2024-10-04,214.0,216.57666666666665,210.0,4.0,2.576666666666654,64.84848484848484
2024-10-04,151.0,164.9,150.0,1.0,13.900000000000006,58.52713178294574
2024-10-04,53.0,65.54,53.0,0.0,12.540000000000006,46.49122807017544
2024-10-04,265.0,261.1766666666667,259.0,6.0,-3.8233333333333235,71.62162162162163
2024-10-04,423.0,418.97,394.0,29.0,-4.029999999999973,75.26690391459074
2024-10-05,266.0,260.37,260.0,6.0,-5.6299999999999955,71.89189189189189
2024-10-05,279.0,319.73333333333335,269.0,10.0,40.73333333333335,62.1380846325167
2024-10-05,393.0,401.6533333333333,365.0,28.0,8.653333333333308,70.55655296229803
2024-10-05,490.0,453.18333333333334,444.0,46.0,-36.81666666666666,72.48520710059172
2024-10-05,637.0,640.9633333333334,602.0,35.0,3.9633333333333667,83.05084745762711
2024-10-05,265.0,283.68,258.0,7.0,18.680000000000007,72.8021978021978
2024-10-05,51.0,61.843333333333334,51.0,0.0,10.843333333333334,44.73684210526316
2024-10-05,579.0,609.3833333333333,547.0,32.0,30.383333333333326,79.42386831275721
2024-10-05,140.0,168.72,138.0,2.0,28.72,54.054054054054056
2024-10-05,199.0,213.93,191.0,8.0,14.930000000000007,60.303030303030305
2024-10-05,592.0,695.4666666666667,569.0,23.0,103.4666666666667,63.72443487621098
2024-10-05,268.0,300.35,261.0,7.0,32.35000000000002,66.17283950617285
2024-10-05,77.0,62.31,77.0,0.0,-14.689999999999998,77.0
2024-10-06,76.0,70.19,76.0,0.0,-5.810000000000002,76.0
2024-10-06,284.0,279.54,279.0,5.0,-4.4599999999999795,70.12345679012346
2024-10-06,629.0,638.4733333333334,590.0,39.0,9.473333333333358,82.0078226857888
2024-10-06,494.0,468.6,448.0,46.0,-25.399999999999977,73.07692307692307
2024-10-06,48.0,59.95,48.0,0.0,11.950000000000003,42.10526315789473
2024-10-06,404.0,435.44666666666666,375.0,29.0,31.44666666666666,72.27191413237925
2024-10-06,620.0,691.3266666666667,594.0,26.0,71.32666666666671,66.7384284176534
2024-10-06,263.0,288.01,259.0,4.0,25.00999999999999,72.25274725274726
2024-10-06,140.0,163.91,138.0,2.0,23.909999999999997,54.263565891472865
2024-10-06,209.0,231.39,202.0,7.0,22.389999999999986,63.33333333333333
2024-10-06,585.0,611.0766666666667,552.0,33.0,26.07666666666671,80.13698630136986
2024-10-06,262.0,257.41,256.0,6.0,-4.589999999999975,70.8108108108108
2024-10-06,298.0,321.62,288.0,10.0,23.620000000000005,66.36971046770601
2024-10-07,495.0,499.36333333333334,449.0,46.0,4.363333333333344,73.44213649851632
2024-10-07,53.0,63.193333333333335,53.0,0.0,10.193333333333335,46.49122807017544
2024-10-07,78.0,69.9,78.0,0.0,-8.099999999999994,79.59183673469387
2024-10-07,244.0,260.5566666666667,238.0,6.0,16.556666666666672,65.94594594594595
2024-10-07,656.0,643.9766666666667,614.0,42.0,-12.023333333333312,85.52803129074316
2024-10-07,698.0,687.29,670.0,28.0,-10.710000000000036,75.1345532831001
2024-10-07,339.0,325.41333333333336,329.0,10.0,-13.586666666666645,75.50111358574611
2024-10-07,631.0,611.8766666666667,600.0,31.0,-19.123333333333335,86.08458390177354
2024-10-07,298.0,272.7366666666667,292.0,6.0,-25.26333333333332,73.58024691358025
2024-10-07,222.0,225.59,215.0,7.0,3.5900000000000034,67.27272727272727
2024-10-07,149.0,161.09666666666666,146.0,3.0,12.096666666666664,57.97665369649806
2024-10-07,301.0,293.11,296.0,5.0,-7.889999999999986,82.6923076923077
2024-10-07,454.0,444.5466666666667,427.0,27.0,-9.453333333333319,80.35398230088495
2024-10-08,247.0,265.1166666666667,240.0,7.0,18.116666666666674,66.75675675675676
2024-10-08,57.0,62.17,57.0,0.0,5.170000000000002,50.0
2024-10-08,658.0,619.6266666666667,629.0,29.0,-38.373333333333335,89.15989159891599
2024-10-08,302.0,280.97333333333336,297.0,5.0,-21.026666666666642,74.5679012345679
2024-10-08,506.0,467.5466666666667,460.0,46.0,-38.45333333333332,75.07418397626114
2024-10-08,476.0,457.13,442.0,34.0,-18.870000000000005,85.30465949820788
2024-10-08,155.0,167.02666666666667,152.0,3.0,12.02666666666667,60.546875
2024-10-08,714.0,697.2166666666667,689.0,25.0,-16.783333333333303,76.85683530678149
2024-10-08,317.0,329.07,305.0,12.0,12.069999999999993,70.60133630289532
2024-10-08,305.0,304.16333333333336,301.0,4.0,-0.8366666666666447,84.02203856749311
2024-10-08,675.0,653.8333333333334,638.0,37.0,-21.16666666666663,88.00521512385919
2024-10-08,221.0,220.29333333333332,212.0,9.0,-0.7066666666666777,66.96969696969697
2024-10-08,73.0,70.41666666666667,73.0,0.0,-2.5833333333333286,74.48979591836735
2024-10-09,51.0,62.06,51.0,0.0,11.060000000000002,44.73684210526316
2024-10-09,544.0,469.3233333333333,495.0,49.0,-74.67666666666668,80.23598820058997
2024-10-09,295.0,283.8333333333333,290.0,5.0,-11.166666666666686,72.8395061728395
2024-10-09,77.0,70.25,77.0,0.0,-6.75,78.57142857142857
2024-10-09,494.0,444.71666666666664,458.0,36.0,-49.28333333333336,87.58865248226951
2024-10-09,661.0,621.9033333333333,625.0,36.0,-39.09666666666669,86.17992177314211
2024-10-09,315.0,320.15,304.0,11.0,5.149999999999977,70.15590200445433
2024-10-09,237.0,229.02,228.0,9.0,-7.97999999999999,71.81818181818181
2024-10-09,681.0,609.6533333333333,651.0,30.0,-71.34666666666669,91.28686327077749
2024-10-09,722.0,694.04,692.0,30.0,-27.960000000000036,77.71797631862218
2024-10-09,310.0,306.0466666666667,307.0,3.0,-3.953333333333319,84.93150684931507
2024-10-09,239.0,268.95666666666665,230.0,9.0,29.95666666666665,64.5945945945946
2024-10-09,157.0,163.8,153.0,4.0,6.800000000000011,61.811023622047244
2024-10-10,508.0,447.9766666666667,471.0,37.0,-60.02333333333331,89.91150442477877
2024-10-10,566.0,471.79333333333335,512.0,54.0,-94.20666666666665,83.48082595870207
2024-10-10,55.0,58.123333333333335,55.0,0.0,3.123333333333335,48.24561403508772
2024-10-10,80.0,71.50666666666666,80.0,0.0,-8.49333333333334,83.33333333333334
2024-10-10,288.0,285.3433333333333,282.0,6.0,-2.6566666666666947,71.11111111111111
2024-10-10,699.0,641.07,659.0,40.0,-57.92999999999995,91.13428943937419
2024-10-10,319.0,334.79333333333335,308.0,11.0,15.79333333333335,71.0467706013363
2024-10-10,717.0,698.1233333333333,689.0,28.0,-18.876666666666665,77.17976318622173
2024-10-10,671.0,619.8966666666666,638.0,33.0,-51.10333333333335,90.67567567567568
2024-10-10,242.0,262.06333333333333,237.0,5.0,20.063333333333333,65.4054054054054
2024-10-10,306.0,313.88,301.0,5.0,7.8799999999999955,84.5303867403315
2024-10-10,149.0,163.58333333333334,148.0,1.0,14.583333333333343,58.661417322834644
2024-10-10,239.0,227.09333333333333,230.0,9.0,-11.906666666666666,72.42424242424242
2024-10-11,561.0,469.02666666666664,509.0,52.0,-91.97333333333336,82.1376281112738
2024-10-11,47.0,57.25,47.0,0.0,10.25,41.228070175438596
2024-10-11,84.0,71.92,84.0,0.0,-12.079999999999998,88.42105263157895
2024-10-11,285.0,281.7966666666667,279.0,6.0,-3.203333333333319,70.37037037037037
2024-10-11,669.0,643.1166666666667,635.0,34.0,-25.883333333333326,87.22294654498045
2024-10-11,497.0,457.81333333333333,463.0,34.0,-39.18666666666667,87.80918727915194
2024-10-11,669.0,683.7433333333333,646.0,23.0,14.74333333333334,72.01291711517761
2024-10-11,659.0,613.25,628.0,31.0,-45.75,88.93387314439946
2024-10-11,227.0,260.06666666666666,223.0,4.0,33.06666666666666,61.35135135135135
2024-10-11,307.0,307.9266666666667,303.0,4.0,0.9266666666666765,84.57300275482093
2024-10-11,151.0,157.12666666666667,149.0,2.0,6.126666666666665,59.21568627450981
2024-10-11,240.0,220.83333333333334,233.0,7.0,-19.166666666666657,72.72727272727273
2024-10-11,317.0,335.9,307.0,10.0,18.899999999999977,70.60133630289532
2024-10-12,511.0,463.03,468.0,43.0,-47.97000000000003,74.9266862170088
2024-10-12,40.0,59.15,40.0,0.0,19.15,35.08771929824561
2024-10-12,74.0,69.47333333333333,74.0,0.0,-4.526666666666671,77.08333333333334
2024-10-12,256.0,279.6433333333333,250.0,6.0,23.643333333333317,63.20987654320987
2024-10-12,649.0,641.4833333333333,612.0,37.0,-7.5166666666666515,84.61538461538461
2024-10-12,426.0,453.3933333333333,389.0,37.0,27.393333333333317,74.08695652173914
2024-10-12,595.0,631.3633333333333,569.0,26.0,36.363333333333344,64.04736275565124
2024-10-12,583.0,609.88,550.0,33.0,26.879999999999995,77.94117647058823
2024-10-12,243.0,258.75666666666666,238.0,5.0,15.75666666666666,65.67567567567568
2024-10-12,264.0,283.96,259.0,5.0,19.95999999999998,72.52747252747253
2024-10-12,132.0,158.48666666666668,129.0,3.0,26.48666666666668,51.96850393700787
2024-10-12,218.0,214.41333333333333,212.0,6.0,-3.586666666666673,66.06060606060606
2024-10-12,275.0,318.33666666666664,268.0,7.0,43.336666666666645,61.24721603563474
2024-10-13,245.0,271.8333333333333,239.0,6.0,26.833333333333314,60.49382716049383
2024-10-13,642.0,634.34,609.0,33.0,-7.659999999999968,83.70273794002607
2024-10-13,425.0,455.68666666666667,391.0,34.0,30.686666666666667,74.17102966841188
2024-10-13,511.0,461.06666666666666,468.0,43.0,-49.93333333333334,74.9266862170088
2024-10-13,41.0,56.84,41.0,0.0,15.840000000000003,35.96491228070175
2024-10-13,74.0,65.12,74.0,0.0,-8.879999999999995,77.08333333333334
2024-10-13,281.0,325.13,273.0,8.0,44.129999999999995,62.58351893095768
2024-10-13,273.0,282.99,269.0,4.0,9.990000000000009,75.0
2024-10-13,133.0,156.82666666666665,130.0,3.0,23.826666666666654,52.156862745098046
2024-10-13,218.0,325.02666666666664,211.0,7.0,107.02666666666664,66.06060606060606
2024-10-13,625.0,631.6733333333333,598.0,27.0,6.673333333333289,67.27664155005382
2024-10-13,583.0,619.4166666666666,549.0,34.0,36.41666666666663,78.045515394913
2024-10-13,235.0,255.98,228.0,7.0,20.97999999999999,63.51351351351351
2024-10-14,41.0,54.20666666666666,41.0,0.0,13.206666666666663,35.96491228070175
2024-10-14,82.0,70.97666666666667,82.0,0.0,-11.023333333333326,85.41666666666666
2024-10-14,258.0,274.52,252.0,6.0,16.519999999999982,63.70370370370371
2024-10-14,463.0,467.83666666666664,429.0,34.0,4.836666666666645,81.08581436077058
2024-10-14,525.0,466.89666666666665,479.0,46.0,-58.10333333333335,77.09251101321586
2024-10-14,650.0,654.61,616.0,34.0,4.610000000000014,84.7457627118644
2024-10-14,316.0,323.68,308.0,8.0,7.680000000000007,70.37861915367483
2024-10-14,681.0,683.0233333333333,654.0,27.0,2.023333333333312,73.30462863293864
2024-10-14,300.0,310.2266666666667,295.0,5.0,10.226666666666688,82.41758241758241
2024-10-14,138.0,153.06333333333333,135.0,3.0,15.063333333333333,53.90625
2024-10-14,236.0,316.59,229.0,7.0,80.58999999999997,71.51515151515152
2024-10-14,637.0,617.6366666666667,605.0,32.0,-19.363333333333344,85.04672897196261
2024-10-14,235.0,259.0833333333333,228.0,7.0,24.083333333333314,63.51351351351351
2024-10-15,473.0,466.84,440.0,33.0,-6.160000000000025,82.11805555555556
2024-10-15,532.0,472.02666666666664,482.0,50.0,-59.97333333333336,79.28464977645305
2024-10-15,44.0,52.98,44.0,0.0,8.979999999999997,38.59649122807017
2024-10-15,76.0,65.85666666666667,76.0,0.0,-10.14333333333333,80.85106382978722
2024-10-15,264.0,273.56333333333333,258.0,6.0,9.563333333333333,65.18518518518519
2024-10-15,681.0,631.9133333333333,644.0,37.0,-49.0866666666667,88.78748370273793
2024-10-15,328.0,322.99666666666667,320.0,8.0,-5.00333333333333,73.05122494432071
2024-10-15,705.0,664.4966666666667,668.0,37.0,-40.50333333333333,75.8880516684607
2024-10-15,649.0,619.3233333333334,616.0,33.0,-29.67666666666662,86.3031914893617
2024-10-15,281.0,246.72,276.0,5.0,-34.28,75.94594594594595
2024-10-15,314.0,311.1933333333333,310.0,4.0,-2.806666666666672,86.02739726027397
2024-10-15,149.0,158.55333333333334,148.0,1.0,9.553333333333342,58.203125
2024-10-15,252.0,222.49333333333334,244.0,8.0,-29.50666666666666,76.36363636363637
2024-10-16,497.0,457.5366666666667,464.0,33.0,-39.46333333333331,86.58536585365853
2024-10-16,539.0,489.73333333333335,484.0,55.0,-49.26666666666665,80.93093093093093
2024-10-16,46.0,63.67666666666667,46.0,0.0,17.67666666666667,40.35087719298245
2024-10-16,76.0,68.64,76.0,0.0,-7.359999999999999,79.16666666666666
2024-10-16,274.0,267.71666666666664,268.0,6.0,-6.28333333333336,67.65432098765433
2024-10-16,665.0,636.3666666666667,626.0,39.0,-28.633333333333326,86.70143415906128
2024-10-16,332.0,321.24666666666667,322.0,10.0,-10.75333333333333,73.94209354120267
2024-10-16,692.0,663.7033333333334,659.0,33.0,-28.296666666666624,74.48869752421959
2024-10-16,658.0,639.3966666666666,625.0,33.0,-18.603333333333353,88.08567603748327
2024-10-16,245.0,259.20666666666665,240.0,5.0,14.20666666666665,66.21621621621621
2024-10-16,304.0,304.91333333333336,302.0,2.0,0.9133333333333553,83.28767123287672
2024-10-16,150.0,156.86,148.0,2.0,6.860000000000014,59.055118110236215
2024-10-16,274.0,286.2033333333333,263.0,11.0,12.203333333333319,78.06267806267806
2024-10-17,498.0,466.8066666666667,472.0,26.0,-31.193333333333328,87.215411558669
2024-10-17,541.0,478.21,492.0,49.0,-62.79000000000002,79.91137370753324
2024-10-17,46.0,63.12,46.0,0.0,17.119999999999997,40.35087719298245
2024-10-17,66.0,66.62333333333333,66.0,0.0,0.6233333333333348,66.0
2024-10-17,278.0,267.67,272.0,6.0,-10.329999999999984,68.64197530864197
2024-10-17,647.0,642.1866666666666,604.0,43.0,-4.813333333333389,84.35462842242504
2024-10-17,342.0,332.0,330.0,12.0,-10.0,76.16926503340757
2024-10-17,678.0,680.4066666666666,652.0,26.0,2.406666666666638,72.98170075349839
2024-10-17,693.0,645.0066666666667,657.0,36.0,-47.99333333333334,91.30434782608695
2024-10-17,255.0,252.85666666666665,249.0,6.0,-2.143333333333345,68.91891891891892
2024-10-17,307.0,300.6066666666667,303.0,4.0,-6.393333333333317,83.87978142076503
2024-10-17,147.0,163.02666666666667,144.0,3.0,16.02666666666667,57.647058823529406
2024-10-17,259.0,247.92666666666668,251.0,8.0,-11.073333333333323,75.73099415204678
2024-10-18,547.0,480.27666666666664,506.0,41.0,-66.72333333333336,80.67846607669617
2024-10-18,47.0,63.49666666666667,47.0,0.0,16.49666666666667,41.228070175438596
2024-10-18,68.0,63.14666666666667,68.0,0.0,-4.853333333333332,68.0
2024-10-18,277.0,279.7633333333333,271.0,6.0,2.763333333333321,68.39506172839506
2024-10-18,635.0,637.2166666666667,591.0,44.0,2.216666666666697,82.79009126466754
2024-10-18,489.0,464.4633333333333,462.0,27.0,-24.53666666666669,85.19163763066202
2024-10-18,693.0,685.1533333333333,663.0,30.0,-7.846666666666692,74.59634015069967
2024-10-18,674.0,636.5233333333333,644.0,30.0,-37.47666666666669,90.59139784946237
2024-10-18,228.0,259.25,223.0,5.0,31.25,61.62162162162163
2024-10-18,299.0,296.67,292.0,7.0,-2.329999999999984,81.69398907103826
2024-10-18,157.0,157.23333333333332,152.0,5.0,0.23333333333332007,62.055335968379445
2024-10-18,243.0,229.76666666666668,238.0,5.0,-13.23333333333332,71.05263157894737
2024-10-18,347.0,343.06,334.0,13.0,-3.9399999999999977,77.28285077951003
2024-10-19,439.0,456.92,412.0,27.0,17.920000000000016,76.34782608695653
2024-10-19,491.0,480.1933333333333,452.0,39.0,-10.806666666666672,72.20588235294117
2024-10-19,45.0,60.413333333333334,45.0,0.0,15.413333333333334,39.473684210526315
2024-10-19,55.0,61.446666666666665,55.0,0.0,6.446666666666665,52.88461538461539
2024-10-19,260.0,281.51,255.0,5.0,21.50999999999999,64.19753086419753
2024-10-19,586.0,639.7533333333333,547.0,39.0,53.75333333333333,76.40156453715777
2024-10-19,308.0,323.42333333333335,300.0,8.0,15.423333333333346,68.59688195991092
2024-10-19,595.0,661.0066666666667,568.0,27.0,66.00666666666666,64.04736275565124
2024-10-19,605.0,645.1466666666666,571.0,34.0,40.14666666666665,80.66666666666666
2024-10-19,248.0,247.06666666666666,243.0,5.0,-0.9333333333333371,67.02702702702703
2024-10-19,285.0,289.10333333333335,280.0,5.0,4.103333333333353,78.08219178082192
2024-10-19,137.0,163.51333333333332,134.0,3.0,26.51333333333332,54.36507936507936
2024-10-19,219.0,219.1,215.0,4.0,0.09999999999999432,64.03508771929825
2024-10-20,488.0,477.23333333333335,449.0,39.0,-10.766666666666652,71.76470588235294
2024-10-20,42.0,59.86666666666667,42.0,0.0,17.866666666666667,36.84210526315789
2024-10-20,58.0,58.56,58.0,0.0,0.5600000000000023,56.86274509803921
2024-10-20,275.0,294.1766666666667,273.0,2.0,19.176666666666677,67.90123456790124
2024-10-20,585.0,636.7333333333333,549.0,36.0,51.73333333333335,76.27118644067797
2024-10-20,439.0,464.86333333333334,411.0,28.0,25.863333333333344,76.74825174825175
2024-10-20,600.0,687.8266666666667,574.0,26.0,87.82666666666671,64.58557588805166
2024-10-20,601.0,629.8233333333334,572.0,29.0,28.82333333333338,81.7687074829932
2024-10-20,271.0,249.71333333333334,265.0,6.0,-21.28666666666666,73.24324324324324
2024-10-20,285.0,294.8233333333333,279.0,6.0,9.823333333333323,78.08219178082192
2024-10-20,140.0,156.86,137.0,3.0,16.860000000000014,55.55555555555556
2024-10-20,221.0,218.21,216.0,5.0,-2.789999999999992,64.61988304093568
2024-10-20,307.0,319.0933333333333,301.0,6.0,12.093333333333305,68.37416481069042
2024-10-21,522.0,467.31666666666666,484.0,38.0,-54.68333333333334,77.2189349112426
2024-10-21,45.0,61.12,45.0,0.0,16.119999999999997,39.473684210526315
2024-10-21,58.0,59.74,58.0,0.0,1.740000000000002,56.86274509803921
2024-10-21,283.0,273.76,278.0,5.0,-9.240000000000009,69.87654320987654
2024-10-21,601.0,663.6933333333334,560.0,41.0,62.693333333333385,78.35723598435462
2024-10-21,489.0,468.75,462.0,27.0,-20.25,86.54867256637168
2024-10-21,680.0,693.05,652.0,28.0,13.049999999999955,73.19698600645856
2024-10-21,639.0,647.0866666666667,611.0,28.0,8.086666666666702,87.77472527472527
2024-10-21,265.0,269.66333333333336,259.0,6.0,4.663333333333355,71.62162162162163
2024-10-21,302.0,308.10333333333335,299.0,3.0,6.103333333333353,82.73972602739727
2024-10-21,155.0,155.70666666666668,152.0,3.0,0.7066666666666777,61.023622047244096
2024-10-21,236.0,214.06666666666666,232.0,4.0,-21.933333333333337,69.00584795321637
2024-10-21,342.0,327.9,335.0,7.0,-14.100000000000023,76.16926503340757
2024-10-22,286.0,279.95,281.0,5.0,-6.050000000000011,70.61728395061728
2024-10-22,636.0,650.79,596.0,40.0,14.789999999999964,82.92046936114733
2024-10-22,500.0,470.79,473.0,27.0,-29.20999999999998,88.02816901408451
2024-10-22,508.0,477.47,465.0,43.0,-30.529999999999973,75.37091988130564
2024-10-22,49.0,60.91,49.0,0.0,11.909999999999997,42.98245614035088
2024-10-22,66.0,62.056666666666665,66.0,0.0,-3.943333333333335,64.70588235294117
2024-10-22,324.0,323.1066666666667,317.0,7.0,-0.8933333333333167,72.16035634743875
2024-10-22,298.0,288.08,292.0,6.0,-9.920000000000016,81.64383561643835
2024-10-22,157.0,160.69666666666666,152.0,5.0,3.6966666666666583,61.811023622047244
2024-10-22,235.0,220.03,228.0,7.0,-14.969999999999999,68.71345029239765
2024-10-22,706.0,679.1033333333334,672.0,34.0,-26.896666666666647,75.99569429494079
2024-10-22,658.0,643.97,627.0,31.0,-14.029999999999973,90.38461538461539
2024-10-22,266.0,266.77666666666664,263.0,3.0,0.7766666666666424,71.89189189189189
2024-10-23,655.0,656.2333333333333,611.0,44.0,1.2333333333333485,85.39765319426337
2024-10-23,511.0,478.99,462.0,49.0,-32.00999999999999,76.38266068759341
2024-10-23,296.0,280.97333333333336,289.0,7.0,-15.026666666666642,81.0958904109589
2024-10-23,71.0,60.72666666666667,71.0,0.0,-10.273333333333333,69.6078431372549
2024-10-23,279.0,276.95666666666665,274.0,5.0,-2.0433333333333508,68.88888888888889
2024-10-23,688.0,626.9,655.0,33.0,-61.10000000000002,74.05812701829925
2024-10-23,311.0,316.85333333333335,303.0,8.0,5.853333333333353,69.26503340757239
2024-10-23,677.0,605.12,644.0,33.0,-71.88,91.9836956521739
2024-10-23,238.0,223.41666666666666,231.0,7.0,-14.583333333333343,69.5906432748538
2024-10-23,155.0,157.34,150.0,5.0,2.3400000000000034,61.023622047244096
2024-10-23,59.0,61.68333333333333,59.0,0.0,2.68333333333333,51.75438596491229
2024-10-23,256.0,271.4433333333333,253.0,3.0,15.443333333333328,69.1891891891892
2024-10-23,497.0,459.6333333333333,467.0,30.0,-37.366666666666674,87.80918727915194
2024-10-24,258.0,267.5933333333333,255.0,3.0,9.593333333333305,69.72972972972973
2024-10-24,304.0,320.89,296.0,8.0,16.889999999999986,67.70601336302894
2024-10-24,511.0,467.50333333333333,479.0,32.0,-43.49666666666667,89.80667838312829
2024-10-24,536.0,496.10333333333335,487.0,49.0,-39.89666666666665,80.6015037593985
2024-10-24,662.0,669.2,622.0,40.0,7.2000000000000455,86.3102998696219
2024-10-24,301.0,279.06666666666666,293.0,8.0,-21.933333333333337,82.6923076923077
2024-10-24,66.0,58.973333333333336,66.0,0.0,-7.026666666666664,57.89473684210527
