fecha,hosp_fract_cadera,hosp_insuf_card,hosp_infarto_miorardio,hosp_ictus,hosp_epoc,camas_iniciales_planta,camas_habilitadas_planta,camas_ocupadas_planta,camas_iniciales_uci,camas_habilitadas_uci,camas_ocupadas_uci,camas_ocupadas_covid_uci,codigo_ine,tmax,tmin,precip_mm,humedad_%,viento_kph,hospital_Complejo Asistencial Universitario de Burgos,hospital_Complejo Asistencial Universitario de León,hospital_Complejo Asistencial Universitario de Palencia,hospital_Complejo Asistencial Universitario de Salamanca,hospital_Complejo Asistencial de Segovia,hospital_Complejo Asistencial de Soria,hospital_Complejo Asistencial de Zamora,hospital_Complejo Asistencial de Ávila,hospital_Hospital Clínico Universitario de Valladolid,hospital_Hospital El Bierzo,hospital_Hospital Santiago Apóstol,hospital_Hospital Santos Reyes,hospital_Hospital Universitario Río Hortega,provincia_Burgos,provincia_León,provincia_Palencia,provincia_Salamanca,provincia_Segovia,provincia_Soria,provincia_Valladolid,provincia_Zamora,provincia_Ávila
2022-01-03,5.0,5.0,0.0,5.0,1.0,319.0,273.0,144.0,14.0,14.0,10.0,5.0,42173,13,3,0.0,78,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-01-03,8.0,15.0,4.0,7.0,12.0,395.0,358.0,274.0,17.0,19.0,8.0,4.0,49275,16,6,0.0,84,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-01-03,2.0,27.0,3.0,9.0,13.0,422.0,368.0,221.0,14.0,18.0,9.0,3.0,5019,18,5,0.0,53,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-03,11.0,46.0,5.0,11.0,17.0,842.0,755.0,518.0,42.0,47.0,38.0,16.0,9059,13,6,0.0,83,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03,20.0,32.0,12.0,16.0,24.0,850.0,876.0,566.0,44.0,62.0,43.0,28.0,24089,18,5,0.0,53,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03,7.0,14.0,5.0,6.0,8.0,451.0,401.0,275.0,20.0,23.0,20.0,11.0,34120,14,6,0.0,85,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03,5.0,42.0,17.0,20.0,13.0,721.0,737.0,571.0,60.0,53.0,51.0,14.0,37274,16,6,0.0,82,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-01-03,8.0,18.0,3.0,4.0,8.0,391.0,391.0,253.0,14.0,14.0,9.0,7.0,24089,18,5,0.0,53,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03,2.0,4.0,0.0,2.0,1.0,114.0,107.0,51.0,0.0,0.0,0.0,0.0,9059,13,6,0.0,83,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03,1.0,4.0,0.0,1.0,0.0,114.0,114.0,59.0,0.0,0.0,0.0,0.0,9059,13,6,0.0,83,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03,10.0,29.0,17.0,25.0,16.0,674.0,639.0,428.0,57.0,66.0,51.0,14.0,47186,14,5,0.0,85,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-01-03,5.0,21.0,13.0,12.0,15.0,573.0,515.0,381.0,33.0,37.0,33.0,17.0,47186,14,5,0.0,85,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-01-04,2.0,11.0,4.0,7.0,13.0,365.0,325.0,202.0,16.0,31.0,10.0,4.0,40004,13,4,11.3,66,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-04,4.0,5.0,1.0,5.0,1.0,319.0,275.0,162.0,14.0,14.0,9.0,6.0,42173,12,2,8.2,77,14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-01-04,8.0,15.0,4.0,8.0,13.0,395.0,362.0,300.0,17.0,19.0,8.0,5.0,49275,12,5,0.8,81,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-01-04,2.0,20.0,3.0,12.0,13.0,422.0,368.0,227.0,14.0,18.0,8.0,2.0,5019,18,7,0.0,69,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-04,12.0,48.0,7.0,13.0,17.0,842.0,747.0,544.0,42.0,47.0,38.0,17.0,9059,12,3,10.1,81,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04,18.0,33.0,14.0,18.0,27.0,850.0,876.0,589.0,44.0,62.0,39.0,26.0,24089,18,7,0.0,69,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04,5.0,17.0,4.0,10.0,7.0,451.0,401.0,284.0,20.0,23.0,20.0,11.0,34120,13,4,5.6,80,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04,4.0,46.0,18.0,16.0,15.0,721.0,739.0,481.0,60.0,53.0,47.0,14.0,37274,13,4,1.3,80,20,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-01-04,5.0,22.0,3.0,5.0,8.0,391.0,391.0,261.0,14.0,14.0,10.0,6.0,24089,18,7,0.0,69,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04,2.0,3.0,0.0,2.0,2.0,114.0,106.0,56.0,0.0,0.0,0.0,0.0,9059,12,3,10.1,81,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04,0.0,6.0,0.0,1.0,0.0,114.0,114.0,62.0,0.0,0.0,0.0,0.0,9059,12,3,10.1,81,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04,10.0,27.0,22.0,29.0,16.0,674.0,631.0,456.0,57.0,60.0,52.0,14.0,47186,13,3,2.8,80,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-01-04,5.0,22.0,12.0,12.0,17.0,573.0,514.0,404.0,33.0,37.0,31.0,18.0,47186,13,3,2.8,80,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-01-05,2.0,14.0,5.0,6.0,13.0,365.0,325.0,217.0,16.0,31.0,14.0,4.0,40004,3,0,9.0,89,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-05,4.0,5.0,2.0,5.0,1.0,319.0,274.0,173.0,14.0,14.0,10.0,6.0,42173,4,-2,0.5,77,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-01-05,9.0,15.0,4.0,8.0,16.0,395.0,358.0,295.0,17.0,19.0,8.0,5.0,49275,7,1,7.2,76,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-01-05,1.0,21.0,3.0,12.0,12.0,422.0,368.0,224.0,14.0,18.0,7.0,2.0,5019,13,2,0.9,63,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-05,10.0,41.0,6.0,13.0,15.0,842.0,755.0,520.0,42.0,47.0,38.0,15.0,9059,3,-1,5.9,90,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-05,18.0,30.0,13.0,15.0,24.0,850.0,876.0,590.0,44.0,62.0,41.0,26.0,24089,13,2,0.9,63,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-05,5.0,18.0,5.0,10.0,5.0,451.0,401.0,283.0,20.0,23.0,17.0,10.0,34120,5,0,7.7,80,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-05,5.0,48.0,21.0,18.0,14.0,721.0,746.0,574.0,60.0,55.0,50.0,13.0,37274,6,1,7.1,83,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-01-05,4.0,21.0,1.0,6.0,7.0,391.0,391.0,255.0,14.0,17.0,10.0,9.0,24089,13,2,0.9,63,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-05,2.0,3.0,0.0,2.0,2.0,114.0,106.0,56.0,0.0,0.0,0.0,0.0,9059,3,-1,5.9,90,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-05,0.0,5.0,0.0,1.0,0.0,114.0,114.0,54.0,0.0,0.0,0.0,0.0,9059,3,-1,5.9,90,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-05,10.0,29.0,22.0,26.0,12.0,674.0,628.0,456.0,57.0,60.0,48.0,15.0,47186,5,1,6.0,77,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-01-05,7.0,24.0,11.0,10.0,17.0,573.0,513.0,409.0,33.0,37.0,34.0,18.0,47186,5,1,6.0,77,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-01-06,4.0,10.0,4.0,5.0,14.0,365.0,325.0,198.0,16.0,31.0,10.0,4.0,40004,4,-3,0.5,77,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-06,4.0,5.0,2.0,4.0,1.0,319.0,275.0,162.0,14.0,14.0,12.0,6.0,42173,5,-5,0.0,60,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-01-06,8.0,12.0,3.0,8.0,18.0,395.0,357.0,277.0,17.0,19.0,7.0,4.0,49275,8,0,0.0,80,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-01-06,2.0,17.0,3.0,10.0,9.0,422.0,368.0,216.0,14.0,18.0,10.0,2.0,5019,9,-2,0.0,44,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-06,10.0,31.0,6.0,15.0,14.0,842.0,748.0,495.0,42.0,47.0,36.0,17.0,9059,5,-3,0.0,80,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-06,17.0,25.0,12.0,15.0,21.0,850.0,876.0,547.0,44.0,62.0,33.0,23.0,24089,9,-2,0.0,44,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-06,5.0,14.0,4.0,9.0,4.0,451.0,401.0,283.0,20.0,23.0,18.0,10.0,34120,5,-1,0.0,74,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-06,6.0,45.0,16.0,16.0,14.0,721.0,746.0,539.0,60.0,57.0,44.0,12.0,37274,7,0,0.0,78,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-01-06,4.0,19.0,1.0,7.0,7.0,391.0,391.0,242.0,14.0,17.0,10.0,9.0,24089,9,-2,0.0,44,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-06,2.0,3.0,0.0,1.0,1.0,114.0,108.0,55.0,0.0,0.0,0.0,0.0,9059,5,-3,0.0,80,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-06,0.0,4.0,0.0,1.0,0.0,114.0,114.0,61.0,0.0,0.0,0.0,0.0,9059,5,-3,0.0,80,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-06,9.0,28.0,18.0,25.0,11.0,674.0,627.0,403.0,57.0,60.0,48.0,13.0,47186,6,-2,0.0,77,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-01-06,7.0,23.0,10.0,8.0,15.0,573.0,515.0,395.0,33.0,37.0,27.0,16.0,47186,6,-2,0.0,77,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-01-07,5.0,10.0,4.0,7.0,15.0,365.0,325.0,204.0,16.0,31.0,11.0,4.0,40004,6,-2,0.1,86,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-07,4.0,8.0,2.0,4.0,1.0,319.0,276.0,169.0,14.0,14.0,12.0,5.0,42173,5,-1,0.0,69,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-01-07,8.0,14.0,3.0,8.0,19.0,395.0,365.0,277.0,17.0,19.0,8.0,4.0,49275,11,1,0.0,79,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-01-07,2.0,18.0,4.0,12.0,11.0,422.0,366.0,229.0,14.0,18.0,10.0,3.0,5019,10,-2,0.0,40,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
