fecha,tmax,tmin,precip_mm,humedad_%,viento_kph,camas_habilitadas_planta,camas_habilitadas_uci,hosp_fract_cadera,hosp_insuf_card,hosp_infarto_miorardio,hosp_ictus,hosp_epoc,hospital_Complejo Asistencial Universitario de Burgos,hospital_Complejo Asistencial Universitario de León,hospital_Complejo Asistencial Universitario de Palencia,hospital_Complejo Asistencial Universitario de Salamanca,hospital_Complejo Asistencial de Segovia,hospital_Complejo Asistencial de Soria,hospital_Complejo Asistencial de Zamora,hospital_Complejo Asistencial de Ávila,hospital_Hospital Clínico Universitario de Valladolid,hospital_Hospital El Bierzo,hospital_Hospital Santiago Apóstol,hospital_Hospital Santos Reyes,hospital_Hospital Universitario Río Hortega,provincia_Burgos,provincia_León,provincia_Palencia,provincia_Salamanca,provincia_Segovia,provincia_Soria,provincia_Valladolid,provincia_Zamora,provincia_Ávila,camas_iniciales_planta,camas_iniciales_uci,pred_camas_total,error_simulado,hospital,provincia
2025-06-21,1.5025629549055743,3.4296346130185853,0.0,71.96603154992084,21.613122716617617,551.200673796599,39.82356027232142,9.753275108846674,18.56441934828709,8.215624909481438,8.13084834017782,9.9990192299199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,465.57,26.730461184700307,hospital_Complejo Asistencial Universitario de Palencia,provincia_Zamora
2025-06-22,13.072098688246914,1.605316167826917,4.882003500073308,82.35579361892263,6.777537056296907,534.007827168883,40.55112768863641,3.3085110692804793,18.24817151982505,1.8863286066836102,0.0,15.308449608974897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,439.49333333333334,4.258011927272105,hospital_Complejo Asistencial Universitario de Burgos,provincia_Palencia
2025-06-23,17.791615747168404,10.565373841965252,0.0,71.44590835557943,25.8945139546829,542.5849089258569,39.875088326722455,3.457348403460114,39.977618750533516,5.999565375175899,0.0,12.302161853866048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,474.33666666666664,12.791296866485407,hospital_Hospital El Bierzo,provincia_Zamora
2025-06-24,15.978683843076276,10.41682977300226,1.016053074993826,77.99185969013315,8.083175964232126,535.4963391353218,40.37427589963561,0.0,24.6053575809293,8.405294753681654,3.534297892975813,17.503079932517906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,474.21666666666664,6.931919743251133,hospital_Hospital Santos Reyes,provincia_Soria
2025-06-25,30.993551815499977,7.264773828493133,3.4070840835929777,86.19003412607765,6.869078964695931,525.3470524659454,40.637382389529485,7.976775156098634,20.640257820135417,8.286068335655033,5.056096670555744,13.055025662366972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,452.4166666666667,-0.590016160984084,hospital_Complejo Asistencial Universitario de León,provincia_Soria
2025-06-26,22.934877698826245,12.004097806713517,2.014231620232043,80.8411906052479,17.798480353077075,542.5836684910911,40.65031854606452,7.2349010254533885,10.664370184611123,2.207713562339907,18.308465844582233,12.915123517573853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,473.31,15.833701019785998,hospital_Complejo Asistencial de Ávila,provincia_Valladolid
2025-06-27,6.59923194131378,6.816525711441027,4.899264786990928,63.2100916159523,8.133029711012867,554.1283933796936,40.83365033631712,12.295742149179658,12.418223225180883,4.449251680651359,10.594591143896489,4.2043865873526896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,463.65,26.818438123175728,hospital_Hospital Clínico Universitario de Valladolid,provincia_Zamora
2025-06-28,23.948085241944888,7.669933025071437,0.0,76.15041805776009,15.141073405978437,537.2976104424621,41.4426542086952,4.919120573461286,4.088072653499367,3.9671151957244133,11.678361264073384,5.540208023519512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,443.6566666666667,-13.587200586291571,hospital_Complejo Asistencial Universitario de Salamanca,provincia_León
2025-06-29,24.141417846928725,11.008640840095804,5.896019767784348,82.26957745612201,6.436178861491333,528.5135856602448,40.081489793462055,3.842627105846354,11.622078192141906,9.036280499253934,2.98453889912763,16.058440898041958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,438.64,-21.809589594181908,hospital_Complejo Asistencial Universitario de Burgos,provincia_Valladolid
2025-06-30,14.833946490372146,6.943365530246525,0.0,59.327040657989066,2.837162692468608,526.7840628466089,41.62705117302978,6.641330221504248,22.19917435236063,2.8018167368642533,5.203128505977542,8.704246568691396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,434.50333333333333,47.63559612482254,hospital_Complejo Asistencial de Ávila,provincia_Salamanca
2025-07-01,17.16266259541173,2.4908627593342416,0.0,56.7756591066274,13.207149742625766,547.9380859470892,40.59488237060536,2.5329415477739907,14.558616532519626,0.0,9.238411685592583,10.24262497267835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,443.11,74.38302096203878,hospital_Hospital Universitario Río Hortega,provincia_Palencia
2025-07-02,13.552610188798607,-2.732185494305524,5.888120759135598,71.0165769911443,14.345599473364967,533.681304587456,39.79271380744172,5.678861510005993,12.77144760797999,8.788314558443403,15.274233726739908,26.27174700389392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,477.21666666666664,-38.237427834955284,hospital_Hospital Clínico Universitario de Valladolid,provincia_Soria
2025-07-03,24.50853100974437,10.928497469998518,1.239997174632852,68.079443076318,14.972733299452141,544.8585693973856,40.28240437067298,8.350542435745902,8.435684040774062,2.25528084639429,19.729591850001007,1.0502013597821946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,450.20666666666665,1.190873195069061,hospital_Hospital Universitario Río Hortega,provincia_León
2025-07-04,34.29835333615599,10.376051822952713,0.0,81.13658820409474,10.38134073432438,550.5228900558258,41.18077105835507,3.928881772114293,6.413677837524041,2.7669688276382507,16.819939726441152,7.955782942646065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,445.4166666666667,26.904631445223792,hospital_Hospital Clínico Universitario de Valladolid,provincia_Salamanca
2025-07-05,39.06780597118674,5.970781469922255,0.0,67.6076261088625,14.651055619117496,547.7642769478011,39.61053713751894,5.154688344195054,5.708750110010504,3.7789714996151504,3.599406064424632,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,429.47333333333336,-50.21862884789431,hospital_Complejo Asistencial de Zamora,provincia_Salamanca
2025-07-06,37.70521300939933,5.739060859659768,5.571486470093002,86.67311225343822,10.967427513847536,535.169644942437,41.24601350021429,2.8441003888471457,0.0,3.000700051321006,17.434261812193363,17.533834400583036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,459.04,-4.74658020856633,hospital_Complejo Asistencial de Segovia,provincia_León
2025-07-07,27.106439057119395,5.098710752198148,2.2154527622831783,49.36496448552489,10.71156251998383,527.5229582249466,40.17302085065803,9.63547982354924,13.854155802170379,0.0,0.0,8.02856608370605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,421.95666666666665,-34.82470258063652,hospital_Complejo Asistencial de Ávila,provincia_Soria
2025-07-08,17.772288376788477,-0.4462613103373041,0.0,72.51098406900394,14.4888163793591,545.9962290780802,41.70229932823868,5.432844034889111,35.16729220888011,1.880307276806645,0.0,17.26244501193051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,475.22,11.58767052622336,hospital_Complejo Asistencial Universitario de León,provincia_León
2025-07-09,29.372370924390815,13.349609605068075,0.9534374726543319,48.044244310861515,20.39655050497474,557.4046638600712,39.78591891208544,7.5236752834954945,19.505458101066036,6.797601574136841,12.75202161508588,7.745155959951583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,466.06666666666666,-30.71257583981934,hospital_Complejo Asistencial de Zamora,provincia_Salamanca
2025-07-10,21.968095901651473,7.389184845123277,1.6717947982595796,48.102135638978766,12.821050642797713,536.5444954450185,42.28677836170467,5.2287833695342405,17.019639868457087,1.7134007907993882,13.967229782749037,20.942522839599416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,476.53,-13.470218785687072,hospital_Complejo Asistencial de Ávila,provincia_Burgos
2025-07-11,37.93537667397574,4.807946170780145,3.7255992851279878,65.31986911176176,25.4524804648578,531.0103358156673,40.30125683912424,8.47150227466696,30.05045499626211,18.390620038152463,10.500045285390186,16.06019722789582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,483.24333333333334,11.847026002653848,hospital_Hospital Clínico Universitario de Valladolid,provincia_León
2025-07-12,27.79968493023488,14.690928549246713,0.0,53.08453605422089,2.9263581060065462,534.7969254342112,40.23715212353135,7.001408923034648,37.686876004429294,8.039020968887613,2.351477365151312,12.894084467852922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,470.9166666666667,27.536389096475936,hospital_Complejo Asistencial de Segovia,provincia_Segovia
2025-07-13,28.056140224694722,10.042641463923454,0.0,38.44281463304617,15.688000491396672,527.750355058898,42.12704659200848,4.446529207833657,3.622378585652619,1.774650468805751,15.906545135138625,15.22061002642942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,418.73333333333335,18.777790721423635,hospital_Hospital Santiago Apóstol,provincia_Burgos
2025-07-14,16.54631628305459,6.244057123418238,6.708840530837163,51.75374295238749,13.624130962055466,551.8180457637909,40.228333152610986,0.8994299509079395,21.899509620062723,11.52383125631589,10.249045260054874,10.614092974402574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,446.37333333333333,-1.4827822803482673,hospital_Complejo Asistencial de Segovia,provincia_Soria
2025-07-15,23.333046933330245,4.8947269157148945,0.0,66.84536304865051,14.377447898103526,542.7518290559888,40.57802404241664,5.185909129320413,26.030063946526973,10.156601572739245,6.256759262384198,2.9152945062287845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,456.5366666666667,23.659645361854544,hospital_Complejo Asistencial Universitario de León,provincia_Salamanca
2025-07-16,13.796635182375265,12.579927594163376,7.990575663210729,91.17970057885341,7.75165263690292,535.6195926210028,40.70660128852993,6.176641456135074,2.980530600111484,7.816548264212491,9.343871497025894,23.341972002220118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,457.0,-14.46181889459225,hospital_Complejo Asistencial Universitario de León,provincia_Burgos
2025-07-17,14.557158189624651,9.060448371787771,0.0,50.50779576931183,14.717176873044483,536.1339332653966,40.714822186885,0.0,18.10098941761264,10.088462989787399,15.433574814467347,25.44429278686598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,474.71666666666664,3.374288890894176,hospital_Complejo Asistencial de Soria,provincia_Valladolid
2025-07-18,28.947796513703462,-4.277755004665297,0.061999323574570386,62.033022248681064,9.571797888581017,531.533283238794,40.71596358859423,8.764530331255404,21.519182550829626,4.222286698913186,12.039235236674772,22.95986646367917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,488.8466666666667,-2.378107652483142,hospital_Hospital Santos Reyes,provincia_Salamanca
2025-07-19,34.67994743482366,8.768452389161846,0.0,57.159695332845814,8.411309724451234,534.0028052713416,39.95344093162968,5.758582967995891,0.14892993883268701,8.443607595453821,8.931252432255832,9.99434952184843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,450.2133333333333,-19.424745771661946,hospital_Complejo Asistencial de Segovia,provincia_Ávila
2025-07-20,4.73977826750931,14.325450862103834,2.031259541683572,32.73708971329577,15.249296285603466,545.5904044287201,40.82424689598668,6.126439682028039,11.621767914237815,4.8212512161203165,9.829211067246204,29.36569871351451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,459.2,9.505193612793594,hospital_Complejo Asistencial Universitario de Palencia,provincia_Palencia
2025-07-21,26.47727620557157,12.329442646534684,2.0275399213098875,76.02290883556958,5.5080544221476915,518.2301721854413,41.43403187612232,8.40151748521247,25.188573055126582,0.0,9.31603067629468,5.9849455862430245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,447.62,-25.55228792923815,hospital_Complejo Asistencial de Zamora,provincia_León
2025-07-22,24.7829810222753,8.732383455321102,3.732817395214814,61.099435985933695,8.563582642909232,535.8143397153133,39.8905522231252,7.2109815807547655,7.702695734418274,4.765888949401662,12.755429468326028,20.372615128250352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,454.60333333333335,-7.724140373275512,hospital_Complejo Asistencial Universitario de Salamanca,provincia_Burgos
2025-07-23,37.892845957004894,0.27334102895951773,0.0,21.0036926772392,2.0,536.6520990449499,41.25033290209726,2.2465163842600537,0.0,6.29803624703674,1.9237938818893507,21.34311800149562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,444.22333333333336,-13.173664691306772,hospital_Complejo Asistencial Universitario de León,provincia_Segovia
2025-07-24,10.444452303233035,-3.420972179082545,0.0,91.95613405629543,11.186182585116727,537.8522988565635,41.865684132476765,3.806471534851383,17.124405717622732,0.0,9.247311777927907,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,445.28333333333336,-38.2346186262193,hospital_Complejo Asistencial de Soria,provincia_Burgos
2025-07-25,27.031555364984147,9.700206146726094,1.8946344644450743,80.17746158816497,19.51479258956754,536.5142326749931,42.35716314918898,7.5941484574896965,19.493501120816042,2.9934224110931487,5.9970218290195305,13.643371852442499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,451.05,31.224726080542123,hospital_Complejo Asistencial Universitario de Salamanca,provincia_Ávila
2025-07-26,7.127602220372529,11.641298336474089,0.0,76.17317457084715,12.786973060681206,531.071974551256,39.94252536144096,6.165260260892722,14.332166277501111,16.456929098143775,2.4072239054866023,24.05992235872396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,443.21,21.02901938075679,hospital_Complejo Asistencial de Ávila,provincia_Palencia
2025-07-27,30.561769864532955,5.50560922999423,12.213283085775046,37.42543002764306,8.731225060813319,533.251470121929,40.809733147579045,7.981679391884736,6.168333095693171,5.742613916176614,2.2705252569558176,22.53165084383712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,444.25666666666666,-12.532610220934556,hospital_Complejo Asistencial Universitario de León,provincia_Soria
2025-07-28,10.801252113231744,18.888605367994273,0.06253102340978378,43.37347454134443,13.513405946135224,544.4964366550743,42.71881215638863,4.697051428829843,28.254192510652928,0.0,2.0119924600300516,14.288234657651554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,475.4,-13.053985202142943,hospital_Complejo Asistencial de Zamora,provincia_Zamora
2025-07-29,28.9872694748836,18.174959783066093,6.457635603983366,65.07237741269635,5.434649883175718,552.3141356891639,40.5394341261765,4.887018179912922,10.241816181153855,6.034538172597212,2.9753004423392477,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,430.33666666666664,-24.343321998835005,hospital_Hospital Universitario Río Hortega,provincia_Ávila
2025-07-30,33.24082800326813,5.188267603474377,0.0,25.223914632860414,21.097616719128084,558.6477992408068,41.13286741151462,4.806131071024979,39.61808947013154,1.585969342610552,10.106764790620801,8.187623981843409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,472.3666666666667,11.232698331750731,hospital_Complejo Asistencial de Soria,provincia_León
2025-07-31,0.8608474812896105,6.891311275762415,0.0,66.18532332028005,18.894776218876853,547.6810227236684,39.96559760698611,3.738268402377085,9.016011447025527,14.558532457145716,0.0,1.531645722941473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,446.7733333333333,-24.489962404151186,hospital_Complejo Asistencial Universitario de Burgos,provincia_Valladolid
2025-08-01,13.243011620735235,5.393253721843887,1.7595655150538612,51.24297504244129,4.686412785022971,529.3432184166999,42.2908290670889,9.62264406266356,4.898658511556221,2.1677889910575714,0.0,16.309599919133927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,432.1333333333333,-35.18494040851286,hospital_Complejo Asistencial Universitario de Palencia,provincia_León
2025-08-02,20.7889046698184,1.2578262175849826,5.019559978848694,71.68978349603182,4.746919555294538,541.8581238769916,40.341627332020146,6.565966733903414,5.011814570232993,12.515288593917917,13.666576201258053,19.069219575416547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,461.47333333333336,12.509447619257436,hospital_Hospital Santiago Apóstol,provincia_Burgos
2025-08-03,21.791656295441857,0.0640693304713702,0.0,99.0,20.794601025258245,543.8343262754921,41.415506206948656,0.0,33.292078231959266,8.064130331619513,13.732234665885423,10.826897841670577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,490.44,31.94611793155864,hospital_Complejo Asistencial de Soria,provincia_Zamora
2025-08-04,28.52575923742046,6.432304266632763,7.34519378637298,53.36465433383622,17.47555137270942,540.29917662098,40.948894931201245,4.8243227619523665,16.69574475542312,5.328338781630044,0.0,15.649485956889373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,440.42333333333335,44.656317311508175,hospital_Hospital Universitario Río Hortega,provincia_Palencia
2025-08-05,22.604325169520234,7.514676069087153,0.0,65.34824517980178,7.564213894712668,532.3517517915236,41.2666861577005,7.080076444844126,6.967926742621666,10.125468830669835,7.0936050508830615,11.458882431394382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.0,57.0,447.56,33.654361390946185,hospital_Hospital Santiago Apóstol,provincia_León
