Date,Hospital,Hosp_fract_cadera,Hosp_insuf_card,Hosp_infarto_miorardio,Hosp_ictus,Hosp_epoc
2021-10-28,C.A.U. Burgos,1.0,0.0,0.0,1.0,0.0
2021-10-28,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-10-28,H.C.U. Valladolid,0.0,0.0,0.0,0.0,1.0
2021-10-29,C.A.U. Burgos,1.0,0.0,0.0,1.0,0.0
2021-10-29,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-10-29,H.C.U. Valladolid,0.0,0.0,0.0,0.0,1.0
2021-10-30,C.A.U. Burgos,1.0,0.0,0.0,1.0,0.0
2021-10-30,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-10-30,H.C.U. Valladolid,0.0,0.0,0.0,0.0,1.0
2021-10-31,C.A.U. Burgos,1.0,0.0,0.0,1.0,0.0
2021-10-31,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-10-31,H.C.U. Valladolid,0.0,0.0,0.0,0.0,1.0
2021-11-01,C.A.U. Burgos,1.0,0.0,0.0,1.0,0.0
2021-11-01,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-11-01,H.C.U. Valladolid,0.0,0.0,0.0,1.0,1.0
2021-11-02,C.A.U. Burgos,1.0,0.0,0.0,1.0,0.0
2021-11-02,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-11-02,H.C.U. Valladolid,0.0,0.0,0.0,1.0,1.0
2021-11-03,C.A.U. Burgos,1.0,0.0,0.0,1.0,0.0
2021-11-03,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-11-03,H.C.U. Valladolid,0.0,0.0,0.0,1.0,1.0
2021-11-04,C.A.U. Burgos,1.0,0.0,0.0,1.0,0.0
2021-11-04,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-11-04,H.C.U. Valladolid,0.0,0.0,0.0,1.0,1.0
2021-11-05,C.A.U. Burgos,1.0,0.0,0.0,1.0,0.0
2021-11-05,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-11-05,H.C.U. Valladolid,0.0,0.0,1.0,1.0,1.0
2021-11-06,C.A.U. Burgos,1.0,0.0,0.0,1.0,0.0
2021-11-06,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-11-06,H.C.U. Valladolid,0.0,0.0,1.0,1.0,1.0
2021-11-07,C.A.U. Burgos,1.0,0.0,0.0,1.0,0.0
2021-11-07,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-11-07,H.C.U. Valladolid,0.0,0.0,1.0,1.0,1.0
2021-11-08,C.A.U. Burgos,1.0,0.0,0.0,1.0,0.0
2021-11-08,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-11-08,C.A.U. Salamanca,0.0,0.0,1.0,0.0,0.0
2021-11-08,H.C.U. Valladolid,0.0,0.0,1.0,1.0,1.0
2021-11-09,C.A.U. Burgos,1.0,0.0,0.0,1.0,0.0
2021-11-09,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-11-09,C.A.U. Salamanca,0.0,0.0,1.0,0.0,0.0
2021-11-09,H.C.U. Valladolid,0.0,0.0,1.0,1.0,1.0
2021-11-10,C.A.U. Burgos,1.0,0.0,0.0,1.0,0.0
2021-11-10,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-11-10,C.A.U. Salamanca,0.0,0.0,1.0,0.0,0.0
2021-11-10,H.C.U. Valladolid,0.0,0.0,1.0,1.0,1.0
2021-11-11,C.A.U. Burgos,1.0,0.0,0.0,1.0,0.0
2021-11-11,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-11-11,C.A.U. Salamanca,0.0,0.0,1.0,0.0,0.0
2021-11-11,H.C.U. Valladolid,0.0,0.0,1.0,1.0,1.0
2021-11-12,C.A.U. Burgos,1.0,0.0,0.0,1.0,0.0
2021-11-12,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-11-12,C.A.U. Salamanca,0.0,0.0,1.0,0.0,0.0
2021-11-12,H.C.U. Valladolid,0.0,0.0,1.0,1.0,1.0
2021-11-13,C.A.U. Burgos,1.0,0.0,0.0,1.0,0.0
2021-11-13,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-11-13,C.A.U. Salamanca,0.0,0.0,1.0,0.0,0.0
2021-11-13,H.C.U. Valladolid,0.0,0.0,1.0,1.0,1.0
2021-11-14,C.A.U. Burgos,1.0,0.0,0.0,1.0,0.0
2021-11-14,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-11-14,C.A.U. Salamanca,0.0,0.0,1.0,0.0,0.0
2021-11-14,H.C.U. Valladolid,0.0,0.0,1.0,1.0,1.0
2021-11-15,C.A.U. Burgos,1.0,0.0,0.0,1.0,0.0
2021-11-15,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-11-15,C.A.U. Salamanca,0.0,0.0,1.0,0.0,0.0
2021-11-15,H.C.U. Valladolid,0.0,0.0,1.0,1.0,1.0
2021-11-16,C.A.U. Burgos,1.0,0.0,0.0,1.0,0.0
2021-11-16,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-11-16,C.A.U. Salamanca,0.0,0.0,1.0,0.0,0.0
2021-11-16,H.C.U. Valladolid,0.0,0.0,1.0,1.0,1.0
2021-11-16,H.U. Río Hortega,0.0,0.0,1.0,0.0,0.0
2021-11-17,C.A.U. Burgos,1.0,0.0,0.0,1.0,0.0
2021-11-17,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-11-17,C.A.U. Salamanca,0.0,1.0,1.0,0.0,0.0
2021-11-17,H.C.U. Valladolid,0.0,0.0,1.0,1.0,1.0
2021-11-17,H.U. Río Hortega,0.0,0.0,1.0,0.0,0.0
2021-11-18,C.A.U. Burgos,1.0,0.0,0.0,1.0,0.0
2021-11-18,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-11-18,C.A.U. Salamanca,0.0,1.0,1.0,0.0,0.0
2021-11-18,H.C.U. Valladolid,0.0,0.0,1.0,1.0,1.0
2021-11-18,H.U. Río Hortega,0.0,0.0,1.0,0.0,0.0
2021-11-19,C.A.U. Burgos,1.0,0.0,0.0,2.0,0.0
2021-11-19,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-11-19,C.A.U. Salamanca,0.0,1.0,1.0,0.0,0.0
2021-11-19,H.C.U. Valladolid,0.0,0.0,1.0,1.0,1.0
2021-11-19,H.U. Río Hortega,0.0,0.0,1.0,0.0,0.0
2021-11-20,C.A.U. Burgos,1.0,0.0,0.0,2.0,0.0
2021-11-20,C.A.U. León,0.0,0.0,1.0,0.0,0.0
2021-11-20,C.A.U. Salamanca,0.0,1.0,1.0,0.0,0.0
2021-11-20,H.C.U. Valladolid,0.0,0.0,1.0,1.0,1.0
2021-11-20,H.U. Río Hortega,0.0,0.0,1.0,0.0,0.0
2021-11-21,C.A.U. Burgos,1.0,0.0,0.0,2.0,0.0
2021-11-21,C.A.U. León,0.0,1.0,1.0,0.0,0.0
2021-11-21,C.A.U. Salamanca,0.0,1.0,1.0,0.0,0.0
2021-11-21,H.C.U. Valladolid,0.0,0.0,1.0,1.0,1.0
2021-11-21,H.U. Río Hortega,0.0,0.0,1.0,0.0,0.0
2021-11-22,C.A.U. Burgos,1.0,0.0,0.0,2.0,0.0
2021-11-22,C.A.U. León,0.0,1.0,1.0,0.0,0.0
2021-11-22,C.A.U. Salamanca,0.0,1.0,1.0,0.0,0.0
2021-11-22,H.C.U. Valladolid,0.0,0.0,1.0,1.0,1.0
2021-11-22,H.U. Río Hortega,0.0,0.0,1.0,0.0,0.0
2021-11-23,C.A.U. Burgos,1.0,0.0,0.0,2.0,0.0
2021-11-23,C.A.U. León,0.0,1.0,1.0,0.0,0.0
2021-11-23,C.A.U. Salamanca,0.0,1.0,1.0,0.0,0.0
2021-11-23,H.C.U. Valladolid,0.0,0.0,1.0,1.0,1.0
2021-11-23,H.U. Río Hortega,0.0,0.0,1.0,0.0,0.0
2021-11-24,C.A.U. Burgos,1.0,0.0,0.0,2.0,0.0
2021-11-24,C.A.U. León,0.0,1.0,1.0,0.0,0.0
2021-11-24,C.A.U. Salamanca,0.0,1.0,1.0,0.0,0.0
2021-11-24,H.C.U. Valladolid,0.0,0.0,1.0,1.0,1.0
2021-11-24,H.U. Río Hortega,0.0,0.0,2.0,0.0,0.0
2021-11-25,C.A.U. Burgos,1.0,0.0,0.0,2.0,0.0
2021-11-25,C.A.U. León,0.0,1.0,1.0,0.0,0.0
2021-11-25,C.A.U. Salamanca,0.0,1.0,1.0,1.0,0.0
2021-11-25,H.C.U. Valladolid,0.0,0.0,2.0,1.0,1.0
2021-11-25,H.U. Río Hortega,0.0,0.0,2.0,0.0,0.0
2021-11-26,C.A. Soria,0.0,0.0,0.0,0.0,1.0
2021-11-26,C.A.U. Burgos,1.0,0.0,0.0,2.0,0.0
2021-11-26,C.A.U. León,0.0,1.0,1.0,0.0,0.0
2021-11-26,C.A.U. Palencia,1.0,0.0,0.0,0.0,0.0
2021-11-26,C.A.U. Salamanca,0.0,1.0,1.0,1.0,0.0
2021-11-26,H.C.U. Valladolid,0.0,0.0,3.0,1.0,1.0
2021-11-26,H.U. Río Hortega,0.0,0.0,2.0,0.0,1.0
2021-11-27,C.A. Segovia,0.0,1.0,0.0,0.0,0.0
2021-11-27,C.A. Soria,0.0,0.0,0.0,0.0,1.0
2021-11-27,C.A.U. Burgos,1.0,0.0,0.0,2.0,0.0
2021-11-27,C.A.U. León,0.0,1.0,1.0,0.0,0.0
2021-11-27,C.A.U. Palencia,1.0,0.0,0.0,0.0,0.0
2021-11-27,C.A.U. Salamanca,0.0,1.0,1.0,1.0,0.0
2021-11-27,H.C.U. Valladolid,0.0,0.0,3.0,1.0,1.0
2021-11-27,H.U. Río Hortega,1.0,0.0,2.0,0.0,1.0
2021-11-28,C.A. Segovia,0.0,1.0,0.0,0.0,0.0
2021-11-28,C.A. Soria,0.0,0.0,0.0,0.0,1.0
2021-11-28,C.A.U. Burgos,1.0,0.0,0.0,2.0,0.0
2021-11-28,C.A.U. León,0.0,1.0,1.0,1.0,0.0
2021-11-28,C.A.U. Palencia,1.0,0.0,0.0,0.0,0.0
2021-11-28,C.A.U. Salamanca,0.0,1.0,1.0,1.0,0.0
2021-11-28,H.C.U. Valladolid,0.0,0.0,3.0,1.0,2.0
2021-11-28,H.U. Río Hortega,1.0,0.0,2.0,0.0,1.0
2021-11-29,C.A. Segovia,0.0,1.0,0.0,0.0,0.0
2021-11-29,C.A. Soria,0.0,0.0,0.0,0.0,1.0
2021-11-29,C.A.U. Burgos,1.0,0.0,0.0,2.0,0.0
2021-11-29,C.A.U. León,0.0,1.0,1.0,1.0,0.0
2021-11-29,C.A.U. Palencia,1.0,0.0,0.0,0.0,0.0
2021-11-29,C.A.U. Salamanca,0.0,1.0,1.0,1.0,0.0
2021-11-29,H. Medina del Campo,0.0,0.0,0.0,1.0,0.0
2021-11-29,H.C.U. Valladolid,0.0,0.0,3.0,1.0,2.0
2021-11-29,H.U. Río Hortega,1.0,0.0,2.0,0.0,1.0
2021-11-30,C.A. Segovia,0.0,1.0,0.0,0.0,0.0
2021-11-30,C.A. Soria,0.0,0.0,0.0,0.0,1.0
2021-11-30,C.A.U. Burgos,1.0,1.0,0.0,2.0,0.0
2021-11-30,C.A.U. León,0.0,1.0,1.0,2.0,0.0
2021-11-30,C.A.U. Palencia,1.0,0.0,0.0,0.0,0.0
2021-11-30,C.A.U. Salamanca,0.0,1.0,1.0,1.0,0.0
2021-11-30,H. Medina del Campo,0.0,0.0,0.0,1.0,0.0
2021-11-30,H.C.U. Valladolid,0.0,0.0,3.0,1.0,2.0
2021-11-30,H.U. Río Hortega,1.0,0.0,2.0,0.0,1.0
2021-12-01,C.A. Segovia,0.0,1.0,0.0,0.0,0.0
2021-12-01,C.A. Soria,0.0,0.0,0.0,0.0,1.0
2021-12-01,C.A.U. Burgos,1.0,1.0,0.0,2.0,0.0
2021-12-01,C.A.U. León,0.0,1.0,1.0,2.0,0.0
2021-12-01,C.A.U. Palencia,1.0,0.0,0.0,0.0,0.0
2021-12-01,C.A.U. Salamanca,0.0,1.0,1.0,1.0,0.0
2021-12-01,H. Medina del Campo,0.0,0.0,0.0,1.0,0.0
2021-12-01,H.C.U. Valladolid,0.0,0.0,3.0,2.0,2.0
2021-12-01,H.U. Río Hortega,1.0,0.0,2.0,0.0,1.0
2021-12-02,C.A. Segovia,0.0,1.0,0.0,0.0,0.0
2021-12-02,C.A. Soria,0.0,0.0,0.0,0.0,1.0
2021-12-02,C.A.U. Burgos,1.0,1.0,0.0,2.0,0.0
2021-12-02,C.A.U. León,0.0,1.0,1.0,2.0,0.0
2021-12-02,C.A.U. Palencia,1.0,0.0,0.0,0.0,0.0
2021-12-02,C.A.U. Salamanca,0.0,1.0,1.0,1.0,0.0
2021-12-02,H. Medina del Campo,0.0,1.0,0.0,1.0,0.0
2021-12-02,H.C.U. Valladolid,0.0,0.0,3.0,2.0,2.0
2021-12-02,H.U. Río Hortega,1.0,0.0,2.0,0.0,1.0
2021-12-03,C.A. Segovia,0.0,1.0,0.0,0.0,0.0
2021-12-03,C.A. Soria,0.0,0.0,0.0,0.0,1.0
2021-12-03,C.A.U. Burgos,1.0,1.0,0.0,2.0,0.0
2021-12-03,C.A.U. León,0.0,1.0,2.0,2.0,0.0
2021-12-03,C.A.U. Palencia,1.0,0.0,0.0,0.0,0.0
2021-12-03,C.A.U. Salamanca,0.0,1.0,1.0,1.0,0.0
2021-12-03,H. Medina del Campo,0.0,1.0,0.0,1.0,0.0
2021-12-03,H.C.U. Valladolid,0.0,0.0,3.0,3.0,2.0
2021-12-03,H.U. Río Hortega,1.0,0.0,2.0,0.0,1.0
2021-12-04,C.A. Segovia,0.0,1.0,0.0,0.0,0.0
2021-12-04,C.A. Soria,0.0,0.0,0.0,0.0,1.0
2021-12-04,C.A.U. Burgos,1.0,1.0,0.0,2.0,0.0
2021-12-04,C.A.U. León,0.0,1.0,2.0,2.0,0.0
2021-12-04,C.A.U. Palencia,1.0,0.0,0.0,0.0,0.0
2021-12-04,C.A.U. Salamanca,0.0,1.0,1.0,1.0,1.0
2021-12-04,H. Medina del Campo,0.0,1.0,0.0,1.0,0.0
2021-12-04,H.C.U. Valladolid,0.0,0.0,3.0,3.0,2.0
2021-12-04,H.U. Río Hortega,1.0,0.0,2.0,0.0,1.0
2021-12-05,C.A. Segovia,0.0,1.0,0.0,0.0,0.0
2021-12-05,C.A. Soria,0.0,0.0,0.0,0.0,1.0
2021-12-05,C.A.U. Burgos,1.0,1.0,0.0,2.0,0.0
2021-12-05,C.A.U. León,0.0,1.0,2.0,2.0,0.0
2021-12-05,C.A.U. Palencia,1.0,0.0,1.0,0.0,0.0
2021-12-05,C.A.U. Salamanca,0.0,1.0,1.0,2.0,1.0
2021-12-05,H. Medina del Campo,0.0,1.0,0.0,1.0,0.0
2021-12-05,H.C.U. Valladolid,0.0,0.0,3.0,3.0,2.0
2021-12-05,H.U. Río Hortega,1.0,0.0,2.0,0.0,1.0
2021-12-06,C.A. Segovia,0.0,1.0,0.0,0.0,0.0
2021-12-06,C.A. Soria,0.0,0.0,0.0,1.0,1.0
2021-12-06,C.A.U. Burgos,1.0,1.0,0.0,2.0,0.0
2021-12-06,C.A.U. León,1.0,2.0,2.0,3.0,0.0
2021-12-06,C.A.U. Palencia,1.0,0.0,1.0,0.0,0.0
2021-12-06,C.A.U. Salamanca,0.0,1.0,1.0,2.0,1.0
2021-12-06,H. Medina del Campo,0.0,1.0,0.0,1.0,0.0
2021-12-06,H.C.U. Valladolid,0.0,1.0,3.0,3.0,2.0
2021-12-06,H.U. Río Hortega,1.0,0.0,2.0,0.0,1.0
2021-12-07,C.A. Segovia,0.0,1.0,0.0,0.0,0.0
2021-12-07,C.A. Soria,0.0,1.0,0.0,1.0,1.0
2021-12-07,C.A.U. Burgos,1.0,1.0,0.0,2.0,0.0
2021-12-07,C.A.U. León,1.0,2.0,2.0,3.0,0.0
2021-12-07,C.A.U. Palencia,1.0,0.0,1.0,0.0,0.0
2021-12-07,C.A.U. Salamanca,0.0,1.0,1.0,2.0,1.0
2021-12-07,H. El Bierzo,0.0,1.0,0.0,0.0,0.0
2021-12-07,H. Medina del Campo,0.0,1.0,0.0,1.0,0.0
2021-12-07,H.C.U. Valladolid,0.0,1.0,3.0,3.0,2.0
2021-12-07,H.U. Río Hortega,1.0,0.0,2.0,0.0,1.0
2021-12-08,C.A. Segovia,0.0,1.0,0.0,0.0,0.0
2021-12-08,C.A. Soria,0.0,1.0,0.0,1.0,1.0
2021-12-08,C.A. Ávila,0.0,0.0,0.0,0.0,1.0
2021-12-08,C.A.U. Burgos,1.0,1.0,0.0,2.0,0.0
2021-12-08,C.A.U. León,1.0,2.0,2.0,3.0,0.0
2021-12-08,C.A.U. Palencia,1.0,0.0,1.0,0.0,0.0
2021-12-08,C.A.U. Salamanca,0.0,1.0,1.0,2.0,1.0
2021-12-08,H. El Bierzo,0.0,1.0,0.0,0.0,0.0
2021-12-08,H. Medina del Campo,0.0,1.0,0.0,1.0,0.0
2021-12-08,H.C.U. Valladolid,0.0,1.0,3.0,5.0,2.0
2021-12-08,H.U. Río Hortega,1.0,0.0,2.0,0.0,1.0
2021-12-09,C.A. Segovia,0.0,1.0,0.0,0.0,0.0
2021-12-09,C.A. Soria,0.0,1.0,0.0,1.0,1.0
2021-12-09,C.A. Zamora,0.0,0.0,0.0,0.0,1.0
2021-12-09,C.A. Ávila,0.0,1.0,0.0,0.0,1.0
2021-12-09,C.A.U. Burgos,1.0,1.0,0.0,2.0,0.0
2021-12-09,C.A.U. León,1.0,2.0,2.0,3.0,0.0
2021-12-09,C.A.U. Palencia,1.0,0.0,1.0,0.0,0.0
2021-12-09,C.A.U. Salamanca,0.0,1.0,1.0,2.0,1.0
2021-12-09,H. El Bierzo,0.0,1.0,0.0,0.0,0.0
2021-12-09,H. Medina del Campo,0.0,1.0,0.0,1.0,0.0
2021-12-09,H.C.U. Valladolid,0.0,1.0,3.0,5.0,3.0
2021-12-09,H.U. Río Hortega,1.0,1.0,2.0,0.0,1.0
2021-12-10,C.A. Segovia,0.0,2.0,0.0,0.0,1.0
2021-12-10,C.A. Soria,0.0,1.0,0.0,1.0,1.0
2021-12-10,C.A. Zamora,0.0,0.0,0.0,0.0,1.0
2021-12-10,C.A. Ávila,0.0,1.0,0.0,0.0,1.0
2021-12-10,C.A.U. Burgos,1.0,1.0,0.0,2.0,0.0
2021-12-10,C.A.U. León,1.0,2.0,2.0,3.0,0.0
2021-12-10,C.A.U. Palencia,1.0,0.0,1.0,0.0,0.0
2021-12-10,C.A.U. Salamanca,0.0,1.0,1.0,2.0,1.0
2021-12-10,H. El Bierzo,0.0,1.0,0.0,0.0,0.0
2021-12-10,H. Medina del Campo,0.0,1.0,0.0,1.0,0.0
2021-12-10,H.C.U. Valladolid,0.0,2.0,3.0,5.0,3.0
2021-12-10,H.U. Río Hortega,1.0,1.0,2.0,0.0,1.0
2021-12-11,C.A. Segovia,0.0,2.0,0.0,0.0,1.0
2021-12-11,C.A. Soria,0.0,1.0,0.0,1.0,1.0
2021-12-11,C.A. Zamora,0.0,0.0,0.0,0.0,1.0
2021-12-11,C.A. Ávila,0.0,1.0,0.0,0.0,1.0
2021-12-11,C.A.U. Burgos,1.0,1.0,0.0,2.0,0.0
2021-12-11,C.A.U. León,1.0,2.0,2.0,4.0,0.0
2021-12-11,C.A.U. Palencia,1.0,0.0,1.0,0.0,0.0
2021-12-11,C.A.U. Salamanca,0.0,1.0,1.0,2.0,1.0
2021-12-11,H. El Bierzo,0.0,1.0,0.0,0.0,0.0
2021-12-11,H. Medina del Campo,0.0,1.0,0.0,1.0,0.0
2021-12-11,H.C.U. Valladolid,0.0,2.0,3.0,6.0,3.0
2021-12-11,H.U. Río Hortega,1.0,1.0,2.0,0.0,1.0
2021-12-12,C.A. Segovia,0.0,2.0,1.0,0.0,1.0
2021-12-12,C.A. Soria,0.0,1.0,0.0,1.0,1.0
2021-12-12,C.A. Zamora,0.0,0.0,0.0,0.0,1.0
2021-12-12,C.A. Ávila,0.0,1.0,0.0,0.0,1.0
2021-12-12,C.A.U. Burgos,1.0,1.0,0.0,2.0,0.0
2021-12-12,C.A.U. León,1.0,3.0,2.0,5.0,0.0
2021-12-12,C.A.U. Palencia,1.0,0.0,1.0,0.0,0.0
2021-12-12,C.A.U. Salamanca,0.0,1.0,1.0,2.0,1.0
2021-12-12,H. El Bierzo,0.0,1.0,0.0,0.0,0.0
2021-12-12,H. Medina del Campo,0.0,1.0,0.0,1.0,0.0
2021-12-12,H.C.U. Valladolid,0.0,2.0,3.0,6.0,3.0
2021-12-12,H.U. Río Hortega,1.0,1.0,2.0,0.0,1.0
2021-12-13,C.A. Segovia,0.0,2.0,1.0,0.0,1.0
2021-12-13,C.A. Soria,0.0,1.0,0.0,1.0,1.0
2021-12-13,C.A. Zamora,0.0,0.0,0.0,0.0,1.0
2021-12-13,C.A. Ávila,0.0,1.0,0.0,0.0,1.0
2021-12-13,C.A.U. Burgos,1.0,3.0,0.0,2.0,1.0
2021-12-13,C.A.U. León,1.0,3.0,2.0,5.0,1.0
2021-12-13,C.A.U. Palencia,1.0,0.0,1.0,0.0,0.0
2021-12-13,C.A.U. Salamanca,0.0,2.0,1.0,2.0,1.0
2021-12-13,H. El Bierzo,0.0,2.0,0.0,0.0,0.0
2021-12-13,H. Medina del Campo,0.0,1.0,0.0,1.0,1.0
2021-12-13,H.C.U. Valladolid,0.0,2.0,3.0,6.0,3.0
2021-12-13,H.U. Río Hortega,1.0,1.0,3.0,0.0,1.0
2021-12-14,C.A. Segovia,0.0,2.0,1.0,0.0,2.0
2021-12-14,C.A. Soria,0.0,1.0,0.0,1.0,1.0
2021-12-14,C.A. Zamora,0.0,0.0,0.0,0.0,1.0
2021-12-14,C.A. Ávila,0.0,1.0,0.0,0.0,2.0
2021-12-14,C.A.U. Burgos,1.0,4.0,0.0,3.0,1.0
2021-12-14,C.A.U. León,1.0,5.0,2.0,5.0,1.0
2021-12-14,C.A.U. Palencia,1.0,0.0,1.0,0.0,0.0
2021-12-14,C.A.U. Salamanca,0.0,2.0,1.0,3.0,2.0
2021-12-14,H. El Bierzo,0.0,2.0,0.0,0.0,0.0
2021-12-14,H. Medina del Campo,0.0,1.0,0.0,1.0,1.0
2021-12-14,H.C.U. Valladolid,0.0,2.0,3.0,7.0,3.0
2021-12-14,H.U. Río Hortega,1.0,1.0,3.0,0.0,1.0
2021-12-15,C.A. Segovia,0.0,2.0,1.0,0.0,3.0
2021-12-15,C.A. Soria,0.0,1.0,0.0,1.0,1.0
2021-12-15,C.A. Zamora,0.0,0.0,0.0,1.0,1.0
2021-12-15,C.A. Ávila,0.0,1.0,0.0,0.0,2.0
2021-12-15,C.A.U. Burgos,1.0,4.0,0.0,3.0,1.0
2021-12-15,C.A.U. León,1.0,5.0,2.0,5.0,2.0
2021-12-15,C.A.U. Palencia,1.0,0.0,1.0,0.0,0.0
2021-12-15,C.A.U. Salamanca,0.0,2.0,1.0,3.0,2.0
2021-12-15,H. El Bierzo,0.0,2.0,0.0,0.0,0.0
2021-12-15,H. Medina del Campo,0.0,1.0,0.0,1.0,1.0
2021-12-15,H.C.U. Valladolid,0.0,3.0,3.0,7.0,3.0
2021-12-15,H.U. Río Hortega,1.0,1.0,3.0,0.0,1.0
2021-12-16,C.A. Segovia,0.0,2.0,1.0,0.0,3.0
2021-12-16,C.A. Soria,0.0,1.0,0.0,1.0,1.0
2021-12-16,C.A. Zamora,0.0,1.0,0.0,1.0,1.0
2021-12-16,C.A. Ávila,0.0,1.0,0.0,0.0,3.0
2021-12-16,C.A.U. Burgos,1.0,5.0,0.0,3.0,1.0
2021-12-16,C.A.U. León,1.0,6.0,2.0,6.0,2.0
2021-12-16,C.A.U. Palencia,1.0,1.0,1.0,0.0,0.0
2021-12-16,C.A.U. Salamanca,0.0,2.0,1.0,4.0,2.0
2021-12-16,H. El Bierzo,0.0,2.0,0.0,0.0,0.0
2021-12-16,H. Medina del Campo,0.0,1.0,0.0,1.0,1.0
2021-12-16,H.C.U. Valladolid,0.0,3.0,3.0,8.0,4.0
2021-12-16,H.U. Río Hortega,1.0,1.0,3.0,0.0,1.0
2021-12-17,C.A. Segovia,0.0,2.0,1.0,1.0,3.0
2021-12-17,C.A. Soria,0.0,1.0,0.0,1.0,1.0
2021-12-17,C.A. Zamora,0.0,1.0,0.0,1.0,1.0
2021-12-17,C.A. Ávila,0.0,1.0,0.0,0.0,3.0
2021-12-17,C.A.U. Burgos,1.0,7.0,0.0,3.0,1.0
2021-12-17,C.A.U. León,2.0,7.0,2.0,7.0,3.0
